instant,dteday,season,year,month,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual_x,registered_x,count_x,status,casual_y,registered_y,count_y,day_type
153,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Jumat,Hari Kerja,1,0.715,0.643942,0.305,0.292287,736,4232,4968,Active,736,4232,4968,Weekday
154,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,Active,898,4414,5312,Weekday
155,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,Active,1869,3473,5342,Weekday
156,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,Active,1685,3221,4906,Weekday
157,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Selasa,Hari Kerja,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,Active,673,3875,4548,Weekday
158,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Rabu,Hari Kerja,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,Active,763,4070,4833,Weekday
159,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Kamis,Hari Kerja,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,Active,676,3725,4401,Weekday
160,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Jumat,Hari Kerja,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,Active,563,3352,3915,Weekday
161,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.755,0.703292,0.605,0.140554,815,3771,4586,Active,815,3771,4586,Weekday
162,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,Active,1729,3237,4966,Weekday
163,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,Active,1467,2993,4460,Weekday
164,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Selasa,Hari Kerja,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,Active,863,4157,5020,Weekday
165,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Rabu,Hari Kerja,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,Active,727,4164,4891,Weekday
166,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Kamis,Hari Kerja,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,Active,769,4411,5180,Weekday
167,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Jumat,Hari Kerja,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,Active,545,3222,3767,Weekday
168,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,Active,863,3981,4844,Weekday
169,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,Active,1807,3312,5119,Weekday
170,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,Active,1639,3105,4744,Weekday
171,2011-06-01,Musim Panas,0,6,Bukan Hari Libur,Selasa,Hari Kerja,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,Active,699,3311,4010,Weekday
172,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Rabu,Hari Kerja,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,Active,774,4061,4835,Weekday
173,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Kamis,Hari Kerja,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,Active,661,3846,4507,Weekday
174,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Jumat,Hari Kerja,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,Active,746,4044,4790,Weekday
175,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,Active,969,4022,4991,Weekday
176,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,Active,1782,3420,5202,Weekday
177,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,Active,1920,3385,5305,Weekday
178,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Selasa,Hari Kerja,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,Active,854,3854,4708,Weekday
179,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Rabu,Hari Kerja,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,Active,732,3916,4648,Weekday
180,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Kamis,Hari Kerja,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Active,848,4377,5225,Weekday
181,2011-06-01,Musim Gugur,0,6,Bukan Hari Libur,Jumat,Hari Kerja,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Active,1027,4488,5515,Weekday
182,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Active,1246,4116,5362,Weekday
183,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Active,2204,2915,5119,Weekday
184,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Active,2282,2367,4649,Weekday
185,2011-07-01,Musim Gugur,0,7,Hari Libur,Selasa,Bukan Hari Kerja,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Active,3065,2978,6043,Weekday
186,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Rabu,Hari Kerja,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Active,1031,3634,4665,Weekday
187,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Kamis,Hari Kerja,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,Active,784,3845,4629,Weekday
188,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Jumat,Hari Kerja,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,Active,754,3838,4592,Weekday
189,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,Active,692,3348,4040,Weekday
190,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,Active,1988,3348,5336,Weekday
191,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,Active,1743,3138,4881,Weekday
192,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Selasa,Hari Kerja,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,Active,723,3363,4086,Weekday
193,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Rabu,Hari Kerja,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,Active,662,3596,4258,Weekday
194,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Kamis,Hari Kerja,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,Active,748,3594,4342,Weekday
195,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Jumat,Hari Kerja,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,Active,888,4196,5084,Weekday
196,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,Active,1318,4220,5538,Weekday
197,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,Active,2418,3505,5923,Weekday
198,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,Active,2006,3296,5302,Weekday
199,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Selasa,Hari Kerja,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,Active,841,3617,4458,Weekday
200,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Rabu,Hari Kerja,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,Active,752,3789,4541,Weekday
201,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Kamis,Hari Kerja,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,Active,644,3688,4332,Weekday
202,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Jumat,Hari Kerja,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,Active,632,3152,3784,Weekday
203,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,Active,562,2825,3387,Weekday
204,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Active,987,2298,3285,Weekday
205,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Active,1050,2556,3606,Weekday
206,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Selasa,Hari Kerja,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Active,568,3272,3840,Weekday
207,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Rabu,Hari Kerja,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Active,750,3840,4590,Weekday
208,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Kamis,Hari Kerja,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Active,755,3901,4656,Weekday
209,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Jumat,Hari Kerja,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Active,606,3784,4390,Weekday
210,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Active,670,3176,3846,Weekday
211,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,Active,1559,2916,4475,Weekday
212,2011-07-01,Musim Gugur,0,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,Active,1524,2778,4302,Weekday
213,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Selasa,Hari Kerja,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,Active,729,3537,4266,Weekday
214,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Rabu,Hari Kerja,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,Active,801,4044,4845,Weekday
215,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Kamis,Hari Kerja,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,Active,467,3107,3574,Weekday
216,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Jumat,Hari Kerja,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,Active,799,3777,4576,Weekday
217,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,Active,1023,3843,4866,Weekday
218,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,Active,1521,2773,4294,Weekday
219,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,Active,1298,2487,3785,Weekday
220,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Selasa,Hari Kerja,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,Active,846,3480,4326,Weekday
221,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Rabu,Hari Kerja,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,Active,907,3695,4602,Weekday
222,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Kamis,Hari Kerja,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,Active,884,3896,4780,Weekday
223,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Jumat,Hari Kerja,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,Active,812,3980,4792,Weekday
224,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,Active,1051,3854,4905,Weekday
225,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,Active,1504,2646,4150,Weekday
226,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,Active,1338,2482,3820,Weekday
227,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Selasa,Hari Kerja,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,Active,775,3563,4338,Weekday
228,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Rabu,Hari Kerja,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Active,721,4004,4725,Weekday
229,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Kamis,Hari Kerja,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Active,668,4026,4694,Weekday
230,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Jumat,Hari Kerja,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Active,639,3166,3805,Weekday
231,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Active,797,3356,4153,Weekday
232,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Active,1914,3277,5191,Weekday
233,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Active,1249,2624,3873,Weekday
234,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Selasa,Hari Kerja,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,Active,833,3925,4758,Weekday
235,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Rabu,Hari Kerja,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,Active,1281,4614,5895,Weekday
236,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Kamis,Hari Kerja,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,Active,949,4181,5130,Weekday
237,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Jumat,Hari Kerja,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,Active,435,3107,3542,Weekday
238,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,Active,768,3893,4661,Weekday
239,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.68,0.635556,0.85,0.375617,226,889,1115,Active,226,889,1115,Weekday
240,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,Active,1415,2919,4334,Weekday
241,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Selasa,Hari Kerja,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,Active,729,3905,4634,Weekday
242,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Rabu,Hari Kerja,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,Active,775,4429,5204,Weekday
243,2011-08-01,Musim Gugur,0,8,Bukan Hari Libur,Kamis,Hari Kerja,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,Active,688,4370,5058,Weekday
244,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Jumat,Hari Kerja,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,Active,783,4332,5115,Weekday
245,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,Active,875,3852,4727,Weekday
246,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,Active,1935,2549,4484,Weekday
247,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,Active,2521,2419,4940,Weekday
248,2011-09-01,Musim Gugur,0,9,Hari Libur,Selasa,Bukan Hari Kerja,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,Active,1236,2115,3351,Weekday
249,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Rabu,Hari Kerja,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,Active,204,2506,2710,Weekday
250,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Kamis,Hari Kerja,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,Active,118,1878,1996,Weekday
251,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Jumat,Hari Kerja,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,Active,153,1689,1842,Weekday
252,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,Active,417,3127,3544,Weekday
253,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,Active,1750,3595,5345,Weekday
254,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,Active,1633,3413,5046,Weekday
255,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Selasa,Hari Kerja,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,Active,690,4023,4713,Weekday
256,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Rabu,Hari Kerja,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,Active,701,4062,4763,Weekday
257,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Kamis,Hari Kerja,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,Active,647,4138,4785,Weekday
258,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Jumat,Hari Kerja,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,Active,428,3231,3659,Weekday
259,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,Active,742,4018,4760,Weekday
260,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,Active,1434,3077,4511,Weekday
261,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,Active,1353,2921,4274,Weekday
262,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Selasa,Hari Kerja,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,Active,691,3848,4539,Weekday
263,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Rabu,Hari Kerja,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,Active,438,3203,3641,Weekday
264,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Kamis,Hari Kerja,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,Active,539,3813,4352,Weekday
265,2011-09-01,Musim Gugur,0,9,Bukan Hari Libur,Jumat,Hari Kerja,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,Active,555,4240,4795,Weekday
266,2011-09-01,Musim Dingin,0,9,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,Active,258,2137,2395,Weekday
267,2011-09-01,Musim Dingin,0,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,Active,1776,3647,5423,Weekday
268,2011-09-01,Musim Dingin,0,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,Active,1544,3466,5010,Weekday
269,2011-09-01,Musim Dingin,0,9,Bukan Hari Libur,Selasa,Hari Kerja,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,Active,684,3946,4630,Weekday
270,2011-09-01,Musim Dingin,0,9,Bukan Hari Libur,Rabu,Hari Kerja,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,Active,477,3643,4120,Weekday
271,2011-09-01,Musim Dingin,0,9,Bukan Hari Libur,Kamis,Hari Kerja,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,Active,480,3427,3907,Weekday
272,2011-09-01,Musim Dingin,0,9,Bukan Hari Libur,Jumat,Hari Kerja,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,Active,653,4186,4839,Weekday
273,2011-09-01,Musim Dingin,0,9,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,Active,830,4372,5202,Weekday
274,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,Active,480,1949,2429,Weekend
275,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,Active,616,2302,2918,Weekend
276,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Selasa,Hari Kerja,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,Active,330,3240,3570,Weekend
277,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Rabu,Hari Kerja,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,Active,486,3970,4456,Weekend
278,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Kamis,Hari Kerja,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Active,559,4267,4826,Weekend
279,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Jumat,Hari Kerja,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Active,639,4126,4765,Weekend
280,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Active,949,4036,4985,Weekend
281,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Active,2235,3174,5409,Weekend
282,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,Active,2397,3114,5511,Weekend
283,2011-10-01,Musim Dingin,0,10,Hari Libur,Selasa,Bukan Hari Kerja,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Active,1514,3603,5117,Weekend
284,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Rabu,Hari Kerja,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Active,667,3896,4563,Weekend
285,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Kamis,Hari Kerja,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Active,217,2199,2416,Weekend
286,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Jumat,Hari Kerja,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Active,290,2623,2913,Weekend
287,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Active,529,3115,3644,Weekend
288,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Active,1899,3318,5217,Weekend
289,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Active,1748,3293,5041,Weekend
290,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Selasa,Hari Kerja,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Active,713,3857,4570,Weekend
291,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Rabu,Hari Kerja,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Active,637,4111,4748,Weekend
292,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Kamis,Hari Kerja,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Active,254,2170,2424,Weekend
293,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Jumat,Hari Kerja,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Active,471,3724,4195,Weekend
294,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Active,676,3628,4304,Weekend
295,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Active,1499,2809,4308,Weekend
296,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Active,1619,2762,4381,Weekend
297,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Selasa,Hari Kerja,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Active,699,3488,4187,Weekend
298,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Rabu,Hari Kerja,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Active,695,3992,4687,Weekend
299,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Kamis,Hari Kerja,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Active,404,3490,3894,Weekend
300,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Jumat,Hari Kerja,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,Active,240,2419,2659,Weekend
301,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Active,456,3291,3747,Weekend
302,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,3,0.254167,0.227913,0.8825,0.351371,57,570,627,Active,57,570,627,Weekend
